,country,athlete_name,sport_name,event_name,medal_type
0,拉脱维亚,CAVARS Agnis,三对三篮球;BK3;,男子组,金牌
1,拉脱维亚,KRUMINS Edgars,三对三篮球;BK3;,男子组,金牌
2,拉脱维亚,LASMANIS Karlis,三对三篮球;BK3;,男子组,金牌
3,拉脱维亚,MIEZIS Nauris,三对三篮球;BK3;,男子组,金牌
4,美国,DOLSON Stefanie,三对三篮球;BK3;,女子组,金牌
5,美国,GRAY Allisha,三对三篮球;BK3;,女子组,金牌
6,美国,PLUM Kelsey,三对三篮球;BK3;,女子组,金牌
7,美国,YOUNG Jacquelyn,三对三篮球;BK3;,女子组,金牌
8,土耳其,GAZOZ Mete,射箭;ARC;,男子个人,金牌
9,韩国,KIM Je Deok,射箭;ARC;,男子团体,金牌
10,韩国,KIM Woojin,射箭;ARC;,男子团体,金牌
11,韩国,OH Jinhyek,射箭;ARC;,男子团体,金牌
12,韩国,AN San,射箭;ARC;,女子个人,金牌
13,韩国,AN San,射箭;ARC;,女子团体,金牌
14,韩国,JANG Minhee,射箭;ARC;,女子团体,金牌
15,韩国,KANG Chaeyoung,射箭;ARC;,女子团体,金牌
16,韩国,AN San,射箭;ARC;,混合团体,金牌
17,韩国,KIM Je Deok,射箭;ARC;,混合团体,金牌
18,日本,HASHIMOTO Daiki,竞技体操;GAR;,男子全能,金牌
19,以色列,DOLGOPYAT Artem,竞技体操;GAR;,男子自由体操,金牌
0,日本,HASHIMOTO Daiki,竞技体操;GAR;,男子单杠,金牌
1,中国,ZOU Jingyuan,竞技体操;GAR;,男子双杠,金牌
2,英国,WHITLOCK Max,竞技体操;GAR;,男子鞍马,金牌
3,中国,LIU Yang,竞技体操;GAR;,男子吊环,金牌
4,韩国,SHIN Jeahwan,竞技体操;GAR;,男子跳马,金牌
5,ROC,ABLIAZIN Denis,竞技体操;GAR;,男子团体,金牌
6,ROC,BELYAVSKIY David,竞技体操;GAR;,男子团体,金牌
7,ROC,DALALOYAN Artur,竞技体操;GAR;,男子团体,金牌
8,ROC,NAGORNYY Nikita,竞技体操;GAR;,男子团体,金牌
9,美国,LEE Sunisa,竞技体操;GAR;,女子全能,金牌
10,中国,GUAN Chenchen,竞技体操;GAR;,女子平衡木,金牌
11,美国,CAREY Jade,竞技体操;GAR;,女子自由体操,金牌
12,比利时,DERWAEL Nina,竞技体操;GAR;,女子高低杠,金牌
13,巴西,ANDRADE Rebeca,竞技体操;GAR;,女子跳马,金牌
14,ROC,AKHAIMOVA Liliia,竞技体操;GAR;,女子团体,金牌
15,ROC,LISTUNOVA Viktoriia,竞技体操;GAR;,女子团体,金牌
16,ROC,MELNIKOVA Angelina,竞技体操;GAR;,女子团体,金牌
17,ROC,URAZOVA Vladislava,竞技体操;GAR;,女子团体,金牌
18,ROC,KOLESNICHENKO Svetlana,花样游泳;SWA;,双人,金牌
19,ROC,ROMASHINA Svetlana,花样游泳;SWA;,双人,金牌
0,ROC,CHIGIREVA Vlada,花样游泳;SWA;,团体,金牌
1,ROC,GOLIADKINA Marina,花样游泳;SWA;,团体,金牌
2,ROC,KOLESNICHENKO Svetlana,花样游泳;SWA;,团体,金牌
3,ROC,KOMAR Polina,花样游泳;SWA;,团体,金牌
4,ROC,PATSKEVICH Aleksandra,花样游泳;SWA;,团体,金牌
5,ROC,ROMASHINA Svetlana,花样游泳;SWA;,团体,金牌
6,ROC,SHISHKINA Alla,花样游泳;SWA;,团体,金牌
7,ROC,SHUROCHKINA Maria,花样游泳;SWA;,团体,金牌
8,埃塞俄比亚,BAREGA Selemon,田径;ATH;,男子10000米,金牌
9,意大利,JACOBS Lamont Marcell,田径;ATH;,男子100米,金牌
10,牙买加,PARCHMENT Hansle,田径;ATH;,男子110米跨栏,金牌
11,挪威,INGEBRIGTSEN Jakob,田径;ATH;,男子1500米,金牌
12,加拿大,de GRASSE Andre,田径;ATH;,男子200米,金牌
13,意大利,STANO Massimo,田径;ATH;,男子20公里竞走,金牌
14,摩洛哥,EL BAKKALI Soufiane,田径;ATH;,男子3000米障碍赛,金牌
15,巴哈马,GARDINER Steven,田径;ATH;,男子400米,金牌
16,挪威,WARHOLM Karsten,田径;ATH;,男子400米跨栏,金牌
17,意大利,DESALU Eseosa Fostine,田径;ATH;,男子 4 x 100米接力,金牌
18,意大利,JACOBS Lamont Marcell,田径;ATH;,男子 4 x 100米接力,金牌
19,意大利,PATTA Lorenzo,田径;ATH;,男子 4 x 100米接力,金牌
0,意大利,TORTU Filippo,田径;ATH;,男子 4 x 100米接力,金牌
1,美国,BENJAMIN Rai,田径;ATH;,男子 4 x 400米接力,金牌
2,美国,CHERRY Michael,田径;ATH;,男子 4 x 400米接力,金牌
3,美国,DEADMON Bryce,田径;ATH;,男子 4 x 400米接力,金牌
4,美国,NORMAN Michael,田径;ATH;,男子 4 x 400米接力,金牌
5,美国,NORWOOD Vernon,田径;ATH;,男子 4 x 400米接力,金牌
6,美国,ROSS Randolph,田径;ATH;,男子 4 x 400米接力,金牌
7,美国,STEWART Trevor,田径;ATH;,男子 4 x 400米接力,金牌
8,乌干达,CHEPTEGEI Joshua,田径;ATH;,男子5000米,金牌
9,波兰,TOMALA Dawid,田径;ATH;,男子50公里竞走,金牌
10,肯尼亚,KORIR Emmanuel Kipkurui,田径;ATH;,男子800米,金牌
11,加拿大,WARNER Damian,田径;ATH;,男子十项全能,金牌
12,瑞典,STAHL Daniel,田径;ATH;,男子铁饼,金牌
13,波兰,NOWICKI Wojciech,田径;ATH;,男子链球,金牌
14,卡塔尔,BARSHIM Mutaz Essa,田径;ATH;,男子跳高,金牌
15,意大利,TAMBERI Gianmarco,田径;ATH;,男子跳高,金牌
16,印度,CHOPRA Neeraj,田径;ATH;,男子标枪,金牌
17,希腊,TENTOGLOU Miltiadis,田径;ATH;,男子跳远,金牌
18,肯尼亚,KIPCHOGE Eliud,田径;ATH;,男子马拉松,金牌
19,瑞典,DUPLANTIS Armand,田径;ATH;,男子撑竿跳高,金牌
0,美国,CROUSER Ryan,田径;ATH;,男子铅球,金牌
1,葡萄牙,PICHARDO Pedro,田径;ATH;,男子三级跳远,金牌
2,荷兰,HASSAN Sifan,田径;ATH;,女子10000米,金牌
3,牙买加,THOMPSON-HERAH Elaine,田径;ATH;,女子100米,金牌
4,波多黎各,CAMACHO-QUINN Jasmine,田径;ATH;,女子100米跨栏,金牌
5,肯尼亚,KIPYEGON Faith,田径;ATH;,女子1500米,金牌
6,牙买加,THOMPSON-HERAH Elaine,田径;ATH;,女子200米,金牌
7,意大利,PALMISANO Antonella,田径;ATH;,女子20公里竞走,金牌
8,乌干达,CHEMUTAI Peruth,田径;ATH;,女子3000米障碍赛,金牌
9,巴哈马,MILLER-UIBO Shaunae,田径;ATH;,女子400米,金牌
10,美国,McLAUGHLIN Sydney,田径;ATH;,女子400米跨栏,金牌
11,牙买加,BURCHELL Remona,田径;ATH;,女子 4 x 100米接力,金牌
12,牙买加,FRASER-PRYCE Shelly-Ann,田径;ATH;,女子 4 x 100米接力,金牌
13,牙买加,JACKSON Shericka,田径;ATH;,女子 4 x 100米接力,金牌
14,牙买加,MORRISON Natasha,田径;ATH;,女子 4 x 100米接力,金牌
15,牙买加,THOMPSON-HERAH Elaine,田径;ATH;,女子 4 x 100米接力,金牌
16,牙买加,WILLIAMS Briana,田径;ATH;,女子 4 x 100米接力,金牌
17,美国,ELLIS Kendall,田径;ATH;,女子 4 x 400米接力,金牌
18,美国,FELIX Allyson,田径;ATH;,女子 4 x 400米接力,金牌
19,美国,IRBY Lynna,田径;ATH;,女子 4 x 400米接力,金牌
0,美国,JONATHAS Wadeline,田径;ATH;,女子 4 x 400米接力,金牌
1,美国,McLAUGHLIN Sydney,田径;ATH;,女子 4 x 400米接力,金牌
2,美国,MU Athing,田径;ATH;,女子 4 x 400米接力,金牌
3,美国,MUHAMMAD Dalilah,田径;ATH;,女子 4 x 400米接力,金牌
4,美国,WHITNEY Kaylin,田径;ATH;,女子 4 x 400米接力,金牌
5,荷兰,HASSAN Sifan,田径;ATH;,女子5000米,金牌
6,美国,MU Athing,田径;ATH;,女子800米,金牌
7,美国,ALLMAN Valarie,田径;ATH;,女子铁饼,金牌
8,波兰,WLODARCZYK Anita,田径;ATH;,女子链球,金牌
9,比利时,THIAM Nafissatou,田径;ATH;,女子七项全能,金牌
10,ROC,LASITSKENE Mariya,田径;ATH;,女子跳高,金牌
11,中国,LIU Shiying,田径;ATH;,女子标枪,金牌
12,德国,MIHAMBO Malaika,田径;ATH;,女子跳远,金牌
13,肯尼亚,JEPCHIRCHIR Peres,田径;ATH;,女子马拉松,金牌
14,美国,NAGEOTTE Katie,田径;ATH;,女子撑竿跳高,金牌
15,中国,GONG Lijiao,田径;ATH;,女子铅球,金牌
16,委内瑞拉,ROJAS Yulimar,田径;ATH;,女子三级跳远,金牌
17,波兰,BAUMGART-WITAN Iga,田径;ATH;,混合4 x 400米接力,金牌
18,波兰,DUSZYNSKI Kajetan,田径;ATH;,混合4 x 400米接力,金牌
19,波兰,HOLUB-KOWALIK Malgorzata,田径;ATH;,混合4 x 400米接力,金牌
0,波兰,KACZMAREK Natalia,田径;ATH;,混合4 x 400米接力,金牌
1,波兰,KOWALUK Dariusz,田径;ATH;,混合4 x 400米接力,金牌
2,波兰,SWIETY-ERSETIC Justyna,田径;ATH;,混合4 x 400米接力,金牌
3,波兰,ZALEWSKI Karol,田径;ATH;,混合4 x 400米接力,金牌
4,中华台北,LEE Yang,羽毛球;BDM;,男子双打,金牌
5,中华台北,WANG Chi-Lin,羽毛球;BDM;,男子双打,金牌
6,丹麦,AXELSEN Viktor,羽毛球;BDM;,男子单打,金牌
7,印度尼西亚,RAHAYU Apriyani,羽毛球;BDM;,女子双打,金牌
8,印度尼西亚,Greysia POLII,羽毛球;BDM;,女子双打,金牌
9,中国,CHEN Yu Fei,羽毛球;BDM;,女子单打,金牌
10,中国,HUANG Dong Ping,羽毛球;BDM;,混合双打,金牌
11,中国,WANG Yi Lyu,羽毛球;BDM;,混合双打,金牌
12,日本,AOYAGI Koyo,棒球/垒球;BSB;,棒球,金牌
13,日本,ASAMURA Hideto,棒球/垒球;BSB;,棒球,金牌
14,日本,GENDA Sosuke,棒球/垒球;BSB;,棒球,金牌
15,日本,ITOH Hiromi,棒球/垒球;BSB;,棒球,金牌
16,日本,IWAZAKI Suguru,棒球/垒球;BSB;,棒球,金牌
17,日本,KAI Takuya,棒球/垒球;BSB;,棒球,金牌
18,日本,KIKUCHI Ryosuke,棒球/垒球;BSB;,棒球,金牌
19,日本,KONDOH Kensuke,棒球/垒球;BSB;,棒球,金牌
0,日本,KURIBAYASHI Ryoji,棒球/垒球;BSB;,棒球,金牌
1,日本,KURIHARA Ryoya,棒球/垒球;BSB;,棒球,金牌
2,日本,MORISHITA Masato,棒球/垒球;BSB;,棒球,金牌
3,日本,MURAKAMI Munetaka,棒球/垒球;BSB;,棒球,金牌
4,日本,OHNO Yudai,棒球/垒球;BSB;,棒球,金牌
5,日本,SAKAMOTO Hayato,棒球/垒球;BSB;,棒球,金牌
6,日本,SENGA Koudai,棒球/垒球;BSB;,棒球,金牌
7,日本,SUZUKI Seiya,棒球/垒球;BSB;,棒球,金牌
8,日本,TAIRA Kaima,棒球/垒球;BSB;,棒球,金牌
9,日本,TANAKA Masahiro,棒球/垒球;BSB;,棒球,金牌
10,日本,UMENO Ryutaro,棒球/垒球;BSB;,棒球,金牌
11,日本,YAMADA Tetsuto,棒球/垒球;BSB;,棒球,金牌
12,日本,YAMAMOTO Yoshinobu,棒球/垒球;BSB;,棒球,金牌
13,日本,YAMASAKI Yasuaki,棒球/垒球;BSB;,棒球,金牌
14,日本,YANAGITA Yuki,棒球/垒球;BSB;,棒球,金牌
15,日本,YOSHIDA Masataka,棒球/垒球;BSB;,棒球,金牌
16,日本,AGATSUMA Haruka,棒球/垒球;BSB;,垒球,金牌
17,日本,ATSUMI Mana,棒球/垒球;BSB;,垒球,金牌
18,日本,FUJITA Yamato,棒球/垒球;BSB;,垒球,金牌
19,日本,GOTO Miu,棒球/垒球;BSB;,垒球,金牌
0,日本,HARADA Nodoka,棒球/垒球;BSB;,垒球,金牌
1,日本,ICHIGUCHI Yuka,棒球/垒球;BSB;,垒球,金牌
2,日本,KAWABATA Hitomi,棒球/垒球;BSB;,垒球,金牌
3,日本,KIYOHARA Nayu,棒球/垒球;BSB;,垒球,金牌
4,日本,MINE Yukiyo,棒球/垒球;BSB;,垒球,金牌
5,日本,MORI Sayaka,棒球/垒球;BSB;,垒球,金牌
6,日本,NAITO Minori,棒球/垒球;BSB;,垒球,金牌
7,日本,UENO Yukiko,棒球/垒球;BSB;,垒球,金牌
8,日本,YAMADA Eri,棒球/垒球;BSB;,垒球,金牌
9,日本,YAMAMOTO Yu,棒球/垒球;BSB;,垒球,金牌
10,日本,YAMAZAKI Saki,棒球/垒球;BSB;,垒球,金牌
11,美国,ADEBAYO Bam,篮球;BKB;,男子组,金牌
12,美国,BOOKER Devin,篮球;BKB;,男子组,金牌
13,美国,DURANT Kevin,篮球;BKB;,男子组,金牌
14,美国,GRANT Jerami,篮球;BKB;,男子组,金牌
15,美国,GREEN Draymond,篮球;BKB;,男子组,金牌
16,美国,HOLIDAY Jrue,篮球;BKB;,男子组,金牌
17,美国,JOHNSON Keldon,篮球;BKB;,男子组,金牌
18,美国,LAVINE Zach,篮球;BKB;,男子组,金牌
19,美国,LILLARD Damian,篮球;BKB;,男子组,金牌
0,美国,MCGEE Javale,篮球;BKB;,男子组,金牌
1,美国,MIDDLETON Khris,篮球;BKB;,男子组,金牌
2,美国,TATUM Jayson,篮球;BKB;,男子组,金牌
3,美国,ATKINS Ariel,篮球;BKB;,女子组,金牌
4,美国,BIRD Sue,篮球;BKB;,女子组,金牌
5,美国,CHARLES Tina,篮球;BKB;,女子组,金牌
6,美国,COLLIER Napheesa,篮球;BKB;,女子组,金牌
7,美国,DIGGINS Skylar,篮球;BKB;,女子组,金牌
8,美国,FOWLES Sylvia,篮球;BKB;,女子组,金牌
9,美国,GRAY Chelsea,篮球;BKB;,女子组,金牌
10,美国,GRINER Brittney,篮球;BKB;,女子组,金牌
11,美国,LOYD Jewell,篮球;BKB;,女子组,金牌
12,美国,STEWART Breanna,篮球;BKB;,女子组,金牌
13,美国,TAURASI Diana,篮球;BKB;,女子组,金牌
14,美国,WILSON A'ja,篮球;BKB;,女子组,金牌
15,挪威,MOL Anders Berntsen,沙滩排球;VBV;,男子组,金牌
16,挪威,SORUM Christian Sandlie,沙滩排球;VBV;,男子组,金牌
17,美国,KLINEMAN Alix,沙滩排球;VBV;,女子组,金牌
18,美国,ROSS April,沙滩排球;VBV;,女子组,金牌
19,英国,YAFAI Galal,拳击;BOX;,男子蝇量级(48-52公斤),金牌
0,ROC,BATYRGAZIEV Albert,拳击;BOX;,男子羽量级(52-57公斤),金牌
1,古巴,CRUZ Andy,拳击;BOX;,男子轻量级(57-63公斤),金牌
2,古巴,IGLESIAS Roniel,拳击;BOX;,男子沉量级(63-69公斤),金牌
3,巴西,SOUSA Hebert,拳击;BOX;,男子中量级(69-75公斤),金牌
4,古巴,LOPEZ Arlen,拳击;BOX;,男子轻重量级(75-81公斤),金牌
5,古巴,la CRUZ Julio,拳击;BOX;,男子重量级(81-91公斤),金牌
6,乌兹别克斯坦,JALOLOV Bakhodir,拳击;BOX;,男子超重量级(91公斤以上),金牌
7,保加利亚,KRASTEVA Stoyka Zhelyazkova,拳击;BOX;,女子蝇量级(48-51公斤),金牌
8,日本,IRIE Sena,拳击;BOX;,女子羽量级(54-57公斤),金牌
9,爱尔兰,HARRINGTON Kellie Anne,拳击;BOX;,女子轻量级(57-60公斤),金牌
10,土耳其,SURMENELI Busenaz,拳击;BOX;,女子沉量级(64-69公斤),金牌
11,英国,PRICE Lauren,拳击;BOX;,女子中量级(69-75公斤),金牌
12,斯洛文尼亚,SAVSEK Benjamin,激流皮划艇;CSL;,男子划艇,金牌
13,捷克,PRSKAVEC Jiri,激流皮划艇;CSL;,男子皮艇,金牌
14,澳大利亚,FOX Jessica,激流皮划艇;CSL;,女子划艇,金牌
15,德国,FUNK Ricarda,激流皮划艇;CSL;,女子皮艇,金牌
16,巴西,QUEIROZ dos SANTOS Isaquias,静水皮划艇;CSP;,男子1000米单人划艇,金牌
17,古巴,JORGE ENRIQUEZ Fernando Dayan,静水皮划艇;CSP;,男子1000米双人划艇,金牌
18,古巴,TORRES MADRIGAL Serguey,静水皮划艇;CSP;,男子1000米双人划艇,金牌
19,匈牙利,KOPASZ Balint,静水皮划艇;CSP;,男子1000米单人皮艇,金牌
0,匈牙利,TOTKA Sandor,静水皮划艇;CSP;,男子200米单人皮艇,金牌
1,澳大利亚,GREEN Thomas,静水皮划艇;CSP;,男子1000米双人皮艇,金牌
2,澳大利亚,van der WESTHUYZEN Jean,静水皮划艇;CSP;,男子1000米双人皮艇,金牌
3,德国,LEMKE Max,静水皮划艇;CSP;,男子500米四人皮艇,金牌
4,德国,LIEBSCHER Tom,静水皮划艇;CSP;,男子500米四人皮艇,金牌
5,德国,RAUHE Ronald,静水皮划艇;CSP;,男子500米四人皮艇,金牌
6,德国,RENDSCHMIDT Max,静水皮划艇;CSP;,男子500米四人皮艇,金牌
7,美国,HARRISON Nevin,静水皮划艇;CSP;,女子200米单人划艇,金牌
8,中国,SUN Mengya,静水皮划艇;CSP;,女子500米双人划艇,金牌
9,中国,XU Shixiao,静水皮划艇;CSP;,女子500米双人划艇,金牌
10,新西兰,CARRINGTON Lisa,静水皮划艇;CSP;,女子200米单人皮艇,金牌
11,新西兰,CARRINGTON Lisa,静水皮划艇;CSP;,女子500米单人皮艇,金牌
12,新西兰,CARRINGTON Lisa,静水皮划艇;CSP;,女子500米双人皮艇,金牌
13,新西兰,REGAL Caitlin,静水皮划艇;CSP;,女子500米双人皮艇,金牌
14,匈牙利,BODONYI Dora,静水皮划艇;CSP;,女子500米四人皮艇,金牌
15,匈牙利,CSIPES Tamara,静水皮划艇;CSP;,女子500米四人皮艇,金牌
16,匈牙利,KARASZ Anna,静水皮划艇;CSP;,女子500米四人皮艇,金牌
17,匈牙利,KOZAK Danuta,静水皮划艇;CSP;,女子500米四人皮艇,金牌
18,澳大利亚,MARTIN Logan,自由式小轮车;BMF;,男子公园赛,金牌
19,英国,WORTHINGTON Charlotte,自由式小轮车;BMF;,女子公园赛,金牌
0,荷兰,KIMMANN Niek,竞速小轮车;BMX;,男子组,金牌
1,英国,SHRIEVER Bethany,竞速小轮车;BMX;,女子组,金牌
2,英国,PIDCOCK Thomas,山地自行车;MTB;,男子越野赛,金牌
3,瑞士,NEFF Jolanda,山地自行车;MTB;,女子越野赛,金牌
4,厄瓜多尔,CARAPAZ Richard,公路自行车;CRD;,男子公路赛,金牌
5,斯洛文尼亚,ROGLIC Primoz,公路自行车;CRD;,男子个人计时赛,金牌
6,奥地利,KIESENHOFER Anna,公路自行车;CRD;,女子公路赛,金牌
7,荷兰,van VLEUTEN Annemiek,公路自行车;CRD;,女子个人计时赛,金牌
8,英国,KENNY Jason,场地自行车;CTR;,男子凯林赛,金牌
9,丹麦,HANSEN Lasse Norman,场地自行车;CTR;,男子麦迪逊赛,金牌
10,丹麦,MORKOV Michael,场地自行车;CTR;,男子麦迪逊赛,金牌
11,英国,WALLS Matthew,场地自行车;CTR;,男子全能赛,金牌
12,意大利,CONSONNI Simone,场地自行车;CTR;,男子团体追逐赛,金牌
13,意大利,GANNA Filippo,场地自行车;CTR;,男子团体追逐赛,金牌
14,意大利,LAMON Francesco,场地自行车;CTR;,男子团体追逐赛,金牌
15,意大利,MILAN Jonathan,场地自行车;CTR;,男子团体追逐赛,金牌
16,荷兰,LAVREYSEN Harrie,场地自行车;CTR;,男子争先赛,金牌
17,荷兰,BUCHLI Matthijs,场地自行车;CTR;,男子团体争先赛,金牌
18,荷兰,HOOGLAND Jeffrey,场地自行车;CTR;,男子团体争先赛,金牌
19,荷兰,LAVREYSEN Harrie,场地自行车;CTR;,男子团体争先赛,金牌
0,荷兰,van den BERG Roy,场地自行车;CTR;,男子团体争先赛,金牌
1,荷兰,BRASPENNINCX Shanne,场地自行车;CTR;,女子凯林赛,金牌
2,英国,ARCHIBALD Katie,场地自行车;CTR;,女子麦迪逊赛,金牌
3,英国,KENNY Laura,场地自行车;CTR;,女子麦迪逊赛,金牌
4,美国,VALENTE Jennifer,场地自行车;CTR;,女子全能赛,金牌
5,德国,BRAUSSE Franziska,场地自行车;CTR;,女子团体追逐赛,金牌
6,德国,BRENNAUER Lisa,场地自行车;CTR;,女子团体追逐赛,金牌
7,德国,KLEIN Lisa,场地自行车;CTR;,女子团体追逐赛,金牌
8,德国,KROEGER Mieke,场地自行车;CTR;,女子团体追逐赛,金牌
9,加拿大,MITCHELL Kelsey,场地自行车;CTR;,女子争先赛,金牌
10,中国,BAO Shanju,场地自行车;CTR;,女子团体争先赛,金牌
11,中国,ZHONG Tianshi,场地自行车;CTR;,女子团体争先赛,金牌
12,中国,CAO Yuan,跳水;DIV;,男子10米跳台跳水,金牌
13,英国,DALEY Thomas,跳水;DIV;,男子双人10米跳台跳水,金牌
14,英国,LEE Matty,跳水;DIV;,男子双人10米跳台跳水,金牌
15,中国,XIE Siyi,跳水;DIV;,男子3米跳板跳水,金牌
16,中国,WANG Zongyuan,跳水;DIV;,男子双人3米跳板跳水,金牌
17,中国,XIE Siyi,跳水;DIV;,男子双人3米跳板跳水,金牌
18,中国,QUAN Hongchan,跳水;DIV;,女子10米跳台跳水,金牌
19,中国,CHEN Yuxi,跳水;DIV;,女子双人10米跳台跳水,金牌
0,中国,ZHANG Jiaqi,跳水;DIV;,女子双人10米跳台跳水,金牌
1,中国,SHI Tingmao,跳水;DIV;,女子3米跳板跳水,金牌
2,中国,SHI Tingmao,跳水;DIV;,女子双人3米跳板跳水,金牌
3,中国,WANG Han,跳水;DIV;,女子双人3米跳板跳水,金牌
4,德国,von BREDOW-WERNDL Jessica,马术;EQU;,盛装舞步个人赛,金牌
5,德国,SCHNEIDER Dorothee,马术;EQU;,盛装舞步团体赛,金牌
6,德国,von BREDOW-WERNDL Jessica,马术;EQU;,盛装舞步团体赛,金牌
7,德国,WERTH Isabell,马术;EQU;,盛装舞步团体赛,金牌
8,德国,KRAJEWSKI Julia,马术;EQU;,三项赛个人赛,金牌
9,英国,COLLETT Laura,马术;EQU;,三项赛团体赛,金牌
10,英国,McEWEN Tom,马术;EQU;,三项赛团体赛,金牌
11,英国,TOWNEND Oliver,马术;EQU;,三项赛团体赛,金牌
12,英国,MAHER Ben,马术;EQU;,场地障碍个人赛,金牌
13,瑞典,BARYARD-JOHNSSON Malin,马术;EQU;,场地障碍团体赛,金牌
14,瑞典,FREDRICSON Peder,马术;EQU;,场地障碍团体赛,金牌
15,瑞典,von ECKERMANN Henrik,马术;EQU;,场地障碍团体赛,金牌
16,法国,CANNONE Romain,击剑;FEN;,男子个人重剑,金牌
17,中国香港,CHEUNG Ka Long,击剑;FEN;,男子个人花剑,金牌
18,匈牙利,SZILAGYI Aron,击剑;FEN;,男子个人佩剑,金牌
19,日本,KANO Koki,击剑;FEN;,男子团体重剑,金牌
0,日本,MINOBE Kazuyasu,击剑;FEN;,男子团体重剑,金牌
1,日本,UYAMA Satoru,击剑;FEN;,男子团体重剑,金牌
2,日本,YAMADA Masaru,击剑;FEN;,男子团体重剑,金牌
3,法国,le PECHOUX Erwann,击剑;FEN;,男子团体花剑,金牌
4,法国,LEFORT Enzo,击剑;FEN;,男子团体花剑,金牌
5,法国,MERTINE Julien,击剑;FEN;,男子团体花剑,金牌
6,法国,PAUTY Maxime,击剑;FEN;,男子团体花剑,金牌
7,韩国,GU Bongil,击剑;FEN;,男子团体佩剑,金牌
8,韩国,KIM Junghwan,击剑;FEN;,男子团体佩剑,金牌
9,韩国,KIM Junho,击剑;FEN;,男子团体佩剑,金牌
10,韩国,OH Sanguk,击剑;FEN;,男子团体佩剑,金牌
11,中国,SUN Yiwen,击剑;FEN;,女子个人重剑,金牌
12,美国,KIEFER Lee,击剑;FEN;,女子个人花剑,金牌
13,ROC,POZDNIAKOVA Sofia,击剑;FEN;,女子个人佩剑,金牌
14,爱沙尼亚,BELJAJEVA Julia,击剑;FEN;,女子团体重剑,金牌
15,爱沙尼亚,EMBRICH Irina,击剑;FEN;,女子团体重剑,金牌
16,爱沙尼亚,KIRPU Erika,击剑;FEN;,女子团体重剑,金牌
17,爱沙尼亚,LEHIS Katrina,击剑;FEN;,女子团体重剑,金牌
18,ROC,DERIGLAZOVA Inna,击剑;FEN;,女子团体花剑,金牌
19,ROC,KOROBEYNIKOVA Larisa,击剑;FEN;,女子团体花剑,金牌
0,ROC,MARTYANOVA Marta,击剑;FEN;,女子团体花剑,金牌
1,ROC,ZAGIDULLINA Adelina,击剑;FEN;,女子团体花剑,金牌
2,ROC,NIKITINA Olga,击剑;FEN;,女子团体佩剑,金牌
3,ROC,POZDNIAKOVA Sofia,击剑;FEN;,女子团体佩剑,金牌
4,ROC,VELIKAYA Sofya,击剑;FEN;,女子团体佩剑,金牌
5,巴西,ABNER,足球;FBL;,男子组,金牌
6,巴西,ALVES Dani,足球;FBL;,男子组,金牌
7,巴西,ANTONY,足球;FBL;,男子组,金牌
8,巴西,ARANA Guilherme,足球;FBL;,男子组,金牌
9,巴西,BRENNO,足球;FBL;,男子组,金牌
10,巴西,CLAUDINHO,足球;FBL;,男子组,金牌
11,巴西,CUNHA Matheus,足球;FBL;,男子组,金牌
12,巴西,DIEGO CARLOS,足球;FBL;,男子组,金牌
13,巴西,DOUGLAS LUIZ,足球;FBL;,男子组,金牌
14,巴西,FUCHS Bruno,足球;FBL;,男子组,金牌
15,巴西,GRACA Ricardo,足球;FBL;,男子组,金牌
16,巴西,GUIMARAES Bruno,足球;FBL;,男子组,金牌
17,巴西,LUCAO,足球;FBL;,男子组,金牌
18,巴西,MALCOM,足球;FBL;,男子组,金牌
19,巴西,MARTINELLI Gabriel,足球;FBL;,男子组,金牌
